0	1024
0	13
0	35
0	66
0	142
0	287
0	395
0	670
0	770
0	965
1	1025
1	1024
1	3
1	43
1	119
1	180
1	309
1	435
1	684
1	831
1	1020
2	1026
2	1025
2	1
2	42
2	76
2	323
2	455
2	581
2	707
2	844
3	1027
3	1026
3	4
3	47
3	122
3	375
3	489
3	627
3	763
3	872
4	1028
4	1027
4	19
4	40
4	88
4	344
4	524
4	787
4	923
5	1029
5	1028
5	25
5	45
5	101
5	353
5	561
5	822
5	959
6	1030
6	1029
6	0
6	59
6	138
6	214
6	278
6	518
6	670
6	853
7	1031
7	1030
7	24
7	49
7	168
7	225
7	293
7	554
7	699
7	881
8	1032
8	1031
8	20
8	53
8	68
8	194
8	385
8	604
8	771
8	978
9	1033
9	1032
9	15
9	59
9	120
9	255
9	427
9	608
9	818
9	1020
10	1034
10	1033
10	29
10	45
10	149
10	321
10	466
10	541
10	728
10	921
11	1035
11	1034
11	28
11	46
11	171
11	379
11	495
11	572
11	766
11	929
12	1036
12	1035
12	9
12	60
12	69
12	281
12	397
12	598
12	728
12	927
13	1037
13	1036
13	30
13	54
13	124
13	301
13	441
13	609
13	754
13	954
14	1038
14	1037
14	18
14	63
14	77
14	157
14	221
14	473
14	644
14	844
14	981
15	1039
15	1038
15	0
15	34
15	124
15	162
15	229
15	496
15	673
15	892
15	999
16	1040
16	1039
16	14
16	36
16	67
16	143
16	256
16	396
16	671
16	771
16	966
17	1041
17	1040
17	4
17	44
17	120
17	181
17	310
17	436
17	685
17	800
17	1021
18	1042
18	1041
18	2
18	43
18	77
18	324
18	456
18	582
18	708
18	845
19	1043
19	1042
19	5
19	48
19	123
19	376
19	490
19	628
19	764
19	873
20	1044
20	1043
20	20
20	41
20	89
20	345
20	525
20	788
20	924
21	1045
21	1044
21	26
21	46
21	102
21	354
21	562
21	823
21	928
22	1046
22	1045
22	1
22	60
22	139
22	215
22	279
22	519
22	671
22	854
23	1047
23	1046
23	25
23	50
23	169
23	226
23	294
23	555
23	700
23	882
24	1048
24	1047
24	21
24	54
24	69
24	195
24	386
24	605
24	772
24	979
25	1049
25	1048
25	16
25	60
25	121
25	224
25	428
25	609
25	819
25	1021
26	1050
26	1049
26	30
26	46
26	150
26	322
26	467
26	542
26	729
26	922
27	1051
27	1050
27	29
27	47
27	172
27	380
27	496
27	573
27	767
27	930
28	1052
28	1051
28	10
28	61
28	70
28	282
28	398
28	599
28	729
28	896
29	1053
29	1052
29	31
29	55
29	125
29	302
29	442
29	610
29	755
29	955
30	1054
30	1053
30	19
30	32
30	78
30	158
30	222
30	474
30	645
30	845
30	982
31	1055
31	1054
31	1
31	35
31	125
31	163
31	230
31	497
31	674
31	893
31	1000
32	1056
32	1055
32	15
32	37
32	68
32	144
32	257
32	397
32	640
32	772
32	967
33	1057
33	1056
33	5
33	45
33	121
33	182
33	311
33	437
33	686
33	801
33	1022
34	1058
34	1057
34	3
34	44
34	78
34	325
34	457
34	583
34	709
34	846
35	1059
35	1058
35	6
35	49
35	124
35	377
35	491
35	629
35	765
35	874
36	1060
36	1059
36	21
36	42
36	90
36	346
36	526
36	789
36	925
37	1061
37	1060
37	27
37	47
37	103
37	355
37	563
37	824
37	929
38	1062
38	1061
38	2
38	61
38	140
38	216
38	280
38	520
38	640
38	855
39	1063
39	1062
39	26
39	51
39	170
39	227
39	295
39	556
39	701
39	883
40	1064
40	1063
40	22
40	55
40	70
40	196
40	387
40	606
40	773
40	980
41	1065
41	1064
41	17
41	61
41	122
41	225
41	429
41	610
41	820
41	1022
42	1066
42	1065
42	31
42	47
42	151
42	323
42	468
42	543
42	730
42	923
43	1067
43	1066
43	30
43	48
43	173
43	381
43	497
43	574
43	736
43	931
44	1068
44	1067
44	11
44	62
44	71
44	283
44	399
44	600
44	730
44	897
45	1069
45	1068
45	0
45	56
45	126
45	303
45	443
45	611
45	756
45	956
46	1070
46	1069
46	20
46	33
46	79
46	159
46	223
46	475
46	646
46	846
46	983
47	1071
47	1070
47	2
47	36
47	126
47	164
47	231
47	498
47	675
47	894
47	1001
48	1072
48	1071
48	16
48	38
48	69
48	145
48	258
48	398
48	641
48	773
48	968
49	1073
49	1072
49	6
49	46
49	122
49	183
49	312
49	438
49	687
49	802
49	1023
50	1074
50	1073
50	4
50	45
50	79
50	326
50	458
50	584
50	710
50	847
51	1075
51	1074
51	7
51	50
51	125
51	378
51	492
51	630
51	766
51	875
52	1076
52	1075
52	22
52	43
52	91
52	347
52	527
52	790
52	926
53	1077
53	1076
53	28
53	48
53	104
53	356
53	564
53	825
53	930
54	1078
54	1077
54	3
54	62
54	141
54	217
54	281
54	521
54	641
54	856
55	1079
55	1078
55	27
55	52
55	171
55	228
55	296
55	557
55	702
55	884
56	1080
56	1079
56	23
56	56
56	71
56	197
56	388
56	607
56	774
56	981
57	1081
57	1080
57	18
57	62
57	123
57	226
57	430
57	611
57	821
57	1023
58	1082
58	1081
58	0
58	48
58	152
58	324
58	469
58	512
58	731
58	924
59	1083
59	1082
59	31
59	49
59	174
59	382
59	498
59	575
59	737
59	932
60	1084
60	1083
60	12
60	63
60	72
60	284
60	400
60	601
60	731
60	898
61	1085
61	1084
61	1
61	57
61	127
61	304
61	444
61	612
61	757
61	957
62	1086
62	1085
62	21
62	34
62	80
62	128
62	192
62	476
62	647
62	847
62	984
63	1087
63	1086
63	3
63	37
63	127
63	165
63	232
63	499
63	676
63	895
63	1002
64	1088
64	1087
64	17
64	39
64	70
64	146
64	259
64	399
64	642
64	774
64	969
65	1089
65	1088
65	7
65	47
65	123
65	184
65	313
65	439
65	688
65	803
65	992
66	1090
66	1089
66	5
66	46
66	80
66	327
66	459
66	585
66	711
66	848
67	1091
67	1090
67	8
67	51
67	126
67	379
67	493
67	631
67	767
67	876
68	1092
68	1091
68	23
68	44
68	92
68	348
68	528
68	791
68	927
69	1093
69	1092
69	29
69	49
69	105
69	357
69	565
69	826
69	931
70	1094
70	1093
70	4
70	63
70	142
70	218
70	282
70	522
70	642
70	857
71	1095
71	1094
71	28
71	53
71	172
71	229
71	297
71	558
71	703
71	885
72	1096
72	1095
72	24
72	57
72	72
72	198
72	389
72	576
72	775
72	982
73	1097
73	1096
73	19
73	63
73	124
73	227
73	431
73	612
73	822
73	992
74	1098
74	1097
74	1
74	49
74	153
