0	1024
0	31
0	35
0	70
0	149
0	273
0	389
0	538
0	651
0	796
0	897
1	1025
1	1024
1	49
1	92
1	111
1	168
1	302
1	441
1	545
1	673
1	805
1	952
2	1026
2	1025
2	22
2	78
2	102
2	194
2	329
2	468
2	605
2	716
2	849
2	963
3	1027
3	1026
3	14
3	62
3	97
3	255
3	370
3	497
3	613
3	738
3	869
3	1017
4	1028
4	1027
4	17
4	60
4	72
4	149
4	264
4	396
4	543
4	654
4	785
4	925
5	1029
5	1028
5	32
5	78
5	117
5	177
5	309
5	445
5	553
5	676
5	829
5	942
6	1030
6	1029
6	29
6	92
6	113
6	217
6	326
6	463
6	576
6	706
6	858
6	988
7	1031
7	1030
7	25
7	59
7	116
7	246
7	356
7	505
7	613
7	748
7	876
7	1009
8	1032
8	1031
8	31
8	53
8	76
8	140
8	286
8	413
8	520
8	646
8	774
8	899
9	1033
9	1032
9	56
9	69
9	101
9	182
9	319
9	443
9	546
9	696
9	816
9	944
10	1034
10	1033
10	0
10	85
10	97
10	200
10	337
10	467
10	605
10	704
10	854
10	965
11	1035
11	1034
11	11
11	49
11	98
11	234
11	356
11	482
11	611
11	751
11	875
11	993
12	1036
12	1035
12	25
12	51
12	90
12	110
12	136
12	262
12	388
12	517
12	659
12	794
13	1037
13	1036
13	6
13	43
13	95
13	112
13	168
13	290
13	421
13	569
13	681
13	830
14	1038
14	1037
14	16
14	45
14	82
14	123
14	217
14	324
14	469
14	579
14	726
14	852
15	1039
15	1038
15	17
15	49
15	66
15	112
15	247
15	354
15	509
15	639
15	760
15	867
16	1040
16	1039
16	0
16	36
16	71
16	150
16	274
16	390
16	539
16	652
16	797
16	898
17	1041
17	1040
17	50
17	93
17	112
17	169
17	303
17	442
17	546
17	674
17	806
17	953
18	1042
18	1041
18	23
18	79
18	103
18	195
18	330
18	469
18	606
18	717
18	850
18	964
19	1043
19	1042
19	15
19	63
19	98
19	224
19	371
19	498
19	614
19	739
19	870
19	1018
20	1044
20	1043
20	18
20	61
20	73
20	150
20	265
20	397
20	512
20	655
20	786
20	926
21	1045
21	1044
21	33
21	79
21	118
21	178
21	310
21	446
21	554
21	677
21	830
21	943
22	1046
22	1045
22	30
22	93
22	114
22	218
22	327
22	464
22	577
22	707
22	859
22	989
23	1047
23	1046
23	26
23	60
23	117
23	247
23	357
23	506
23	614
23	749
23	877
23	1010
24	1048
24	1047
24	0
24	54
24	77
24	141
24	287
24	414
24	521
24	647
24	775
24	900
25	1049
25	1048
25	57
25	70
25	102
25	183
25	288
25	444
25	547
25	697
25	817
25	945
26	1050
26	1049
26	1
26	86
26	98
26	201
26	338
26	468
26	606
26	705
26	855
26	966
27	1051
27	1050
27	12
27	50
27	99
27	235
27	357
27	483
27	612
27	752
27	876
27	994
28	1052
28	1051
28	26
28	52
28	91
28	111
28	137
28	263
28	389
28	518
28	660
28	795
29	1053
29	1052
29	7
29	44
29	64
29	113
29	169
29	291
29	422
29	570
29	682
29	831
30	1054
30	1053
30	17
30	46
30	83
30	124
30	218
30	325
30	470
30	580
30	727
30	853
31	1055
31	1054
31	18
31	50
31	67
31	113
31	248
31	355
31	510
31	608
31	761
31	868
32	1056
32	1055
32	1
32	37
32	72
32	151
32	275
32	391
32	540
32	653
32	798
32	899
33	1057
33	1056
33	51
33	94
33	113
33	170
33	304
33	443
33	547
33	675
33	807
33	954
34	1058
34	1057
34	24
34	80
34	104
34	196
34	331
34	470
34	607
34	718
34	851
34	965
35	1059
35	1058
35	16
35	32
35	99
35	225
35	372
35	499
35	615
35	740
35	871
35	1019
36	1060
36	1059
36	19
36	62
36	74
36	151
36	266
36	398
36	513
36	656
36	787
36	927
37	1061
37	1060
37	34
37	80
37	119
37	179
37	311
37	447
37	555
37	678
37	831
37	944
38	1062
38	1061
38	31
38	94
38	115
38	219
38	328
38	465
38	578
38	708
38	860
38	990
39	1063
39	1062
39	27
39	61
39	118
39	248
39	358
39	507
39	615
39	750
39	878
39	1011
40	1064
40	1063
40	1
40	55
40	78
40	142
40	256
40	415
40	522
40	648
40	776
40	901
41	1065
41	1064
41	58
41	71
41	103
41	184
41	289
41	445
41	548
41	698
41	818
41	946
42	1066
42	1065
42	2
42	87
42	99
42	202
42	339
42	469
42	607
42	706
42	856
42	967
43	1067
43	1066
43	13
43	51
43	100
43	236
43	358
43	484
43	613
43	753
43	877
43	995
44	1068
44	1067
44	27
44	53
44	92
44	112
44	138
44	264
44	390
44	519
44	661
44	796
45	1069
45	1068
45	8
45	45
45	65
45	114
45	170
45	292
45	423
45	571
45	683
45	800
46	1070
46	1069
46	18
46	47
46	84
46	125
46	219
46	326
46	471
46	581
46	728
46	854
47	1071
47	1070
47	19
47	51
47	68
47	114
47	249
47	356
47	511
47	609
47	762
47	869
48	1072
48	1071
48	2
48	38
48	73
48	152
48	276
48	392
48	541
48	654
48	799
48	900
49	1073
49	1072
49	52
49	95
49	114
49	171
49	305
49	444
49	548
49	676
49	808
49	955
50	1074
50	1073
50	25
50	81
50	105
50	197
50	332
50	471
50	576
50	719
50	852
50	966
51	1075
51	1074
51	17
51	33
51	100
51	226
51	373
51	500
51	616
51	741
51	872
51	1020
52	1076
52	1075
52	20
52	63
52	75
52	152
52	267
52	399
52	514
52	657
52	788
52	896
53	1077
53	1076
53	35
53	81
53	120
53	180
53	312
53	416
53	556
53	679
53	800
53	945
54	1078
54	1077
54	0
54	95
54	116
54	220
54	329
54	466
54	579
54	709
54	861
54	991
55	1079
55	1078
55	28
55	62
55	119
55	249
55	359
55	508
55	616
55	751
55	879
55	1012
56	1080
56	1079
56	2
56	56
56	79
56	143
56	257
56	384
56	523
56	649
56	777
56	902
57	1081
57	1080
57	59
57	72
57	104
57	185
57	290
57	446
57	549
57	699
57	819
57	947
58	1082
58	1081
58	3
58	88
58	100
58	203
58	340
58	470
58	576
58	707
58	857
58	968
59	1083
59	1082
59	14
59	52
59	101
59	237
59	359
59	485
59	614
59	754
59	878
59	996
60	1084
60	1083
60	28
60	54
60	93
60	113
60	139
60	265
60	391
60	520
60	662
60	797
61	1085
61	1084
61	9
61	46
61	66
61	115
61	171
61	293
61	424
61	572
61	684
61	801
62	1086
62	1085
62	19
62	48
62	85
62	126
62	220
62	327
62	472
62	582
62	729
62	855
63	1087
63	1086
63	20
63	52
63	69
63	115
63	250
63	357
63	480
63	610
63	763
63	870
64	1088
64	1087
64	3
64	39
64	74
64	153
64	277
64	393
64	542
64	655
64	768
64	901
65	1089
65	1088
65	53
65	64
65	115
65	172
65	306
65	445
65	549
65	677
65	809
